priority,flag,coin_id,year,program,denomination,mint_mark,condition,cost,quantity,description,personal_notes,source_file,question_for_AJ
1,SET with Qty=4 — needs individual coin breakdown,f4788553-0d02-4617-83b0-92c305cc2f16,2009,Lincoln Bicentennial Cent,Penny,,Mint State,$14.95,4,,Ultimate Lincoln Head Showpak (set of 4 coins).,,
1,Possible CURRENCY — should be in currency collection,8c2b1193-c819-483c-94b4-b17683ecce17,1982,Lincoln Cent,Penny,S,Proof 63 (PR63),$4.95,1,,"Note: 1982 was a transitional year for cent compositions, wi",,
1,SET with Qty=4 — needs individual coin breakdown,46cd395d-ad69-4d1c-8866-a5ac4814a56a,2009,Lincoln Cent,Penny,,Ungraded,$0.00,4,,Set of 4 coins; Purchased with points.,,
1,Possible CURRENCY — should be in currency collection,aa65fce7-c5fa-4979-886c-0194aad3530f,1982,Lincoln Cent Series,Penny,,Uncirculated,$0.80,1,,Variety noted as 'large date'.,,
1,SET with Qty=50 — needs individual coin breakdown,2e030e4a-0fc2-4428-ba6e-c2da70ad8ae0,,Lincoln Head Wheat Cents,Penny,,Mixed,$73.00,50,,Lot of 50 coins from years 1909-1958.,gs://studio-9101802118-8c9a8-uploads/invoices/ab37fc17-6951-406d-9bf1-51add3fa8dc5_1769971182_Scan_20260128 (16).pdf,
1,SET with Qty=3 — needs individual coin breakdown,bd615189-18aa-48ca-9170-2f81c5971637,1943,Lincoln Steel Cent,Penny,"P, D, S",Ungraded,$5.95,3,,"Set of 3 steel cents (P, D, S).",,
1,Year is a range '1909-1958' — which specific year(s)?,b27893d7-f160-4a17-aa1a-a832bf5a0462,1909-1958,Lincoln Wheat Cent,Lincoln Cent,,Ungraded,44.50,1,,Lot of 25 mixed-year Lincoln Head Wheat Cents from 1909-1958,invoices/queue/e4b6f98a-720f-4f7f-8d6d-e521bc5aee1a_Scan_20260129 (5).pdf,
1,Possible CURRENCY — should be in currency collection,1eb922f2-23b6-49e8-aef7-90ceec7d6245,1943,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50. Note: 1,,
1,SET with Qty=3 — needs individual coin breakdown,7e3201e1-2cce-4f5f-bdb0-3c2c62bea6e0,,Morgan Silver Dollar,1 Dollar,,Ungraded,$1818.00,3,,"3 coin set, Years: 1880-1887",,
1,Possible CURRENCY — should be in currency collection,02576b1d-ece9-4624-afd3-0a98e697ff01,2020D,National Park Quarters,quarter,,uncirculated,$1.00,1,Vermont Marsh Billings Rockefeller National Historical Park,,National Park Quarters - 4 - B.xlsx,
1,Possible CURRENCY — should be in currency collection,7b64a0b1-ff51-47ca-b0b5-fe42a89730ff,2020P,National Park Quarters,quarter,,uncirculated,points,1,Vermont Marsh Billings Rockefeller National Historical Park,,National Park Quarters - 4 - B.xlsx,
1,Possible CURRENCY — should be in currency collection,8940bbc3-27f5-47c9-936b-0b5772a3c542,2020P,National Park Quarters,quarter,,uncirculated,$1.50,1,Vermont Marsh Billings Rockefeller National Historical Park,,National Park Quarters - 4 - B.xlsx,
1,Possible CURRENCY — should be in currency collection,a37b736b-7e6b-4cd4-a3b0-ccbac9381941,2020P,National Park Quarters,quarter,,uncirculated,$1.00,1,Vermont Marsh Billings Rockefeller National Historical Park,,National Park Quarters - 4 - B.xlsx,
1,Year is a range '2018-20' — which specific year(s)?,50587c4e-9fb7-4f8b-a078-8faab1a69c9c,2018-20,P&D American Innovation Set (18),,,uncirculated,$71.00,1,P&D American Innovation Set (18),,miscellaneous purchases.xlsx,
1,Year is a range '2018-20' — which specific year(s)?,d6fa0ed7-ef8f-4161-beb6-3c64963fabbf,2018-20,P&D American Innovation set (18),,,uncirculated,$63.00,1,P&D American Innovation set (18),,miscellaneous purchases.xlsx,
1,Year is a range '2015-2024' — which specific year(s)?,c1a4b008-8931-492c-8deb-abe5e48db045,2015-2024,Roosevelt Dime Set,Roosevelt Dime,P/D,Uncirculated,$4.95,1,,"Description states '2015-2024 Por D Roosevelt Dime Set', ind",invoices/queue/13ec2c3b-cd6a-49ea-9a6f-63e9dd50d4a5_Scan_20260129 (15).pdf,
1,Possible CURRENCY — should be in currency collection,8ca6f3fa-120b-49ce-8114-979109a79bd4,1918,Standing Liberty Silver Quarter,Quarter,D,About Uncirculated,$275.00,1,,Internal quality note: #2.,,
1,Possible CURRENCY — should be in currency collection,90b003f9-d433-455b-bf95-26a168e57d6b,1923,Standing Liberty Silver Quarter,Quarter,,Very Fine,$85.50,1,,Internal quality note: #2.,,
1,Possible CURRENCY — should be in currency collection,c3058a92-1f87-42ff-8917-f922e6d1660b,1924,Standing Liberty Silver Quarter,Quarter,,Extremely Fine,$85.50,1,,Internal quality note: #2.,,
1,Possible CURRENCY — should be in currency collection,10a6e294-9c05-4afc-9c33-e4842d26fe28,1917,Standing Liberty Silver Quarter (Type 1),Quarter,S,Extremely Fine,$342.00,1,,"Type 1 design variety, internal quality note: #2.",,
1,Possible CURRENCY — should be in currency collection,6a2a864c-98c5-4e19-8805-3b0b9f0a6f8b,1917,Standing Liberty Silver Quarter (Type 2),Quarter,D,Very Good,$94.50,1,,"Type 2 design variety, internal quality note: #2.",,
1,SET with Qty=6 — needs individual coin breakdown,e4d20cbf-e880-433f-8807-5ad0ef6213db,1925,Standing Liberty Silver Quarter Set,Quarter,,Good,$180.00,6,,Set contains 6 Standing Liberty Quarters covering years 1925,,
1,Year is a range '1979-99' — which specific year(s)?,cad31f3d-3385-4923-b5b4-60f1c260290b,1979-99,Susan B. Anthony 4 coin Year Set,,,uncirculated,$66.00,1,Susan B. Anthony 4 coin Year Set,,miscellaneous purchases.xlsx,
1,Possible CURRENCY — should be in currency collection,1c711f85-1fd1-4281-892a-8064f518b378,1942,The World War II U.S. Coin Collection,Kennedy Half Dollar,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
1,Possible CURRENCY — should be in currency collection,95ea9944-d446-4902-8528-7fdc824b23c2,1942,The World War II U.S. Coin Collection,Roosevelt Dime,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
1,Possible CURRENCY — should be in currency collection,20ad0650-00b7-4f99-9241-9f7804f946dd,1861,Walking Liberty Half Dollar,Half Dollar,P,Very Fine,$148.50,1,,Input description: no motto. Note: Year 1861 is inconsistent,,
1,Possible CURRENCY — should be in currency collection,19d528cd-40f6-4f03-af16-6c57a4c997e1,1872,Walking Liberty Half Dollar,Half Dollar,P,Good,$130.00,1,,Input description: motto. Note: Year 1872 is inconsistent wi,,
1,Possible CURRENCY — should be in currency collection,f1782ef3-d482-498c-a156-c52a38849317,1948,Walking Liberty Half Dollar,Half Dollar,O,Very Fine,$329.00,1,,Note: The year and mint mark are inconsistent with the known,,
1,Year is a range '1943-46' — which specific year(s)?,80aa32b3-2227-4faf-b490-e1bc2dc4fc27,1943-46,Wartime Lincoln Head Cent Set with folder 12 coins,,,average circ,$16.95,1,Wartime Lincoln Head Cent Set with folder 12 coins,,miscellaneous purchases.xlsx,
1,Year is a range '1968-98' — which specific year(s)?,5a7b24ac-e282-4cbc-bd2f-576f3c33bff1,1968-98,Washington Silver Quarter,Quarter,,Ungraded,129.00,1,,,,
1,Year is a range '1999-2010' — which specific year(s)?,da111260-8682-4c4c-b2aa-21be2d50a6ab,1999-2010,Washington Silver Quarter,Quarter,,Uncirculated,59.90,1,,,,
1,Year is a range '1941-45' — which specific year(s)?,bd3ae2cc-9632-4b12-8f98-d27455af431e,1941-45,World War II Coin collection,,,average circ,points,1,World War II Coin collection,,miscellaneous purchases.xlsx,
2,Missing Year,4d7dcedd-9637-44ff-b833-d42b40be151d,,,,,Ungraded,,1,,,,
2,Missing both Program/Series and Denomination,4d7dcedd-9637-44ff-b833-d42b40be151d,,,,,Ungraded,,1,,,,
2,Missing Year,925e6556-54c6-41fd-b303-d0aac5db7bb8,,,,,63,$0.00,1,,,,
2,Missing both Program/Series and Denomination,925e6556-54c6-41fd-b303-d0aac5db7bb8,,,,,63,$0.00,1,,,,
2,Missing Year,c5f7f111-2786-4ecd-9dd1-6afa958d7bbc,,,,,Ungraded,$0.00,1,,Most coin details are missing for this entry.,,
2,Missing both Program/Series and Denomination,c5f7f111-2786-4ecd-9dd1-6afa958d7bbc,,,,,Ungraded,$0.00,1,,Most coin details are missing for this entry.,,
2,Missing both Program/Series and Denomination,ec2a2127-a7a3-4d4d-b322-9f206b0fe4cb,1865,,,,Very Choice Uncirculated,$350.00,1,,Fancy S variety. No specific coin description provided.,,
2,Missing both Program/Series and Denomination,1c8e7e49-e355-49b6-a922-a3d96b1ad113,1866,,,,VF/EF,$270.50,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,4b8a2d7e-29d9-4616-853a-0cd69e8acec0,1867,,,,Extremely Fine,$335.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,e092deda-7caa-4017-8b73-b99afb30fc5b,1868,,,,Very Fine,$210.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,30a88fa5-4791-4d49-89bf-d40d45bc5a3e,1869,,,,Extremely Fine,$695.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,2e822906-c26a-4dd3-8fda-d61d10989660,1870,,,,Extremely Fine,$775.00,1,,Pick axe variety. No specific coin description provided.,,
2,Missing both Program/Series and Denomination,86f24f51-1fec-4171-8292-25028cc2f274,1870,,,,Fine,$338.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,fd921ba5-a126-4394-87f3-942ab6df3cae,1871,,,,Good,$175.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,92b05314-f3e3-469d-b058-bbf4a8a5433b,1872,,,,Very Good,$350.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,95bde4b8-f5d8-4999-a102-5e9ee61a9fc3,1873,,,,Extremely Fine,$325.00,1,,Open 3 variety. No specific coin type provided beyond year a,,
2,Missing both Program/Series and Denomination,576da6a9-dc09-4896-8bdf-ee66f690a3e5,1874,,,,Extremely Fine,$210.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,8e1ee2d0-4c16-4763-9b8f-c728c2216855,1877,,,,Good,$948.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,9eb832ea-ac12-4742-9cc0-bb0fbb45fabe,1878,,,,About Uncirculated,$475.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,e60c1194-7477-4037-8929-f5a778580f53,1879,,,,Very Fine,$80.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,641893e0-fbc0-40d8-a290-024aa4ec2726,1884,,,,Very Fine,$36.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,3396a17b-ded9-4c84-ad61-1b6b0dd00d5f,1885,,,,Extremely Fine,$125.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,8e5737da-a9a8-46cb-a14a-3387122def34,1886,,,,Fine,$76.50,1,,Variety 2. No specific coin description provided.,,
2,Missing both Program/Series and Denomination,44d81853-f14f-472d-bfb1-f6682e5a98a1,1887,,,,Extremely Fine,$49.50,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,dc8f1ef4-2109-44ef-a611-daa001bc3e5b,1888,,,,Extremely Fine,$54.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,79183f43-2e88-430d-bf52-144b56257e8a,1889,,,,Extremely Fine,$36.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,7dcba4e6-d9d5-4698-a630-9c0adf868090,1890,,,,Average Circulated,$99.00,12,,"Set of 12 coins, with years ranging from 1890 to 1902. No sp",,
2,Missing both Program/Series and Denomination,b80b5d47-6147-445e-83a8-c40c2e096903,1893,,,,Average Circulated,,1,,"Amount paid in points, not cash.",,
2,Missing both Program/Series and Denomination,977e9860-69e8-4068-9cde-d98d991c1837,1894,,,,Very Fine,$55.00,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,5c8d8ba5-cf98-44a2-b9a4-a2b723a08d15,1905,,,,Good,$7.95,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,b4ed25aa-ce68-4fd5-a7d8-b4b997d144dd,1908,,,S,Very Good,$157.50,1,,No specific coin description provided.,,
2,Missing both Program/Series and Denomination,91a7135e-d1a7-42b6-a244-d6908dde8dab,1909,,,,Average Circulated,$40.50,1,,No specific coin description provided.,,
2,Missing Year,85b79947-de6f-4222-8dba-edb3c9fe7fd3,,100 coins from ioo countries with treasure chest,,,uncirculated,$49.95,1,100 coins from ioo countries with treasure chest,,miscellaneous purchases.xlsx,
2,Missing Year,03153afb-9f63-4c3c-b30b-0973c47e679f,,"103-76BC Alexander Jannaeus Bronze Widow's Mite H469-70,72",,,fair good,$15.00,1,"103-76BC Alexander Jannaeus Bronze Widow's Mite H469-70,72",,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,810449e9-409a-4e40-b185-211ab9af083a,,1880-1885CC 6 piece carson city Morgan dollar set PCGS MS64,multiple,,,$3528.00,1,1880-1885CC 6 piece carson city Morgan dollar set PCGS MS64,,invoice Premier.xlsx,
2,Missing Year,810449e9-409a-4e40-b185-211ab9af083a,,1880-1885CC 6 piece carson city Morgan dollar set PCGS MS64,multiple,,,$3528.00,1,1880-1885CC 6 piece carson city Morgan dollar set PCGS MS64,,invoice Premier.xlsx,
2,Looks like a SET — confirm if individual coin or set record,8cd0b542-8aca-40bb-be5e-aa630a10e042,,1971-1978 Ike Dollar Set,Dollar,,Uncirculated & Proof,$899.00,1,,Set in Album,gs://studio-9101802118-8c9a8-uploads/invoices/3ed2be3c-edcf-4066-bed1-8f48dd1cf9e9_1769970293_Scan_20260128 (10).pdf,
2,Missing Year,8cd0b542-8aca-40bb-be5e-aa630a10e042,,1971-1978 Ike Dollar Set,Dollar,,Uncirculated & Proof,$899.00,1,,Set in Album,gs://studio-9101802118-8c9a8-uploads/invoices/3ed2be3c-edcf-4066-bed1-8f48dd1cf9e9_1769970293_Scan_20260128 (10).pdf,
2,Looks like a SET — confirm if individual coin or set record,1c11627b-b948-4497-b68a-16786e9e0dce,1875,20 Cent Piece,20 Cents,S,Very Good,$234.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,4f35d38b-a20f-4baa-883c-ec9a54803e17,1875,20 Cent Piece,20 Cents,CC,Very Good,$536.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,8824e03f-b4a6-4fb3-a91f-149c33747066,1875,20 Cent Piece,20 Cents,,Good,$375.00,1,,,,
2,Missing Year,2e922f8d-b9ff-4fde-8868-c40414305f4a,,2021 W ASE T-1 FDOI PF70 ULTRA CAMEO signed by John Mercanti,,,,,1,2021 W ASE T-1 FDOI PF70 ULTRA CAMEO signed by John Mercanti,,JAS Gallery invoice.xlsx,
2,Looks like a SET — confirm if individual coin or set record,b945df94-501f-44a6-9e03-da2f20791619,,2021s ase t-1 & t-2 Emergency issue set FDOI NGC MS70 signed by John Mercanti,,,,,1,2021s ase t-1 & t-2 Emergency issue set FDOI NGC MS70 signed by John Mercanti,,JAS Gallery invoice.xlsx,
2,Missing Year,b945df94-501f-44a6-9e03-da2f20791619,,2021s ase t-1 & t-2 Emergency issue set FDOI NGC MS70 signed by John Mercanti,,,,,1,2021s ase t-1 & t-2 Emergency issue set FDOI NGC MS70 signed by John Mercanti,,JAS Gallery invoice.xlsx,
2,Looks like a SET — confirm if individual coin or set record,1e3ea95e-c750-4b62-90a4-01e9eaa87404,,25 Mixed Peace Dollars AU/BU,multiple,,,$714.75,1,25 Mixed Peace Dollars AU/BU,,invoice Premier.xlsx,
2,Missing Year,1e3ea95e-c750-4b62-90a4-01e9eaa87404,,25 Mixed Peace Dollars AU/BU,multiple,,,$714.75,1,25 Mixed Peace Dollars AU/BU,,invoice Premier.xlsx,
2,Looks like a SET — confirm if individual coin or set record,0ae1daa6-c92a-4b2b-99c2-1c04bee4d227,1968-98,31 different US proof sets,,,ch proof 63,$599.00,1,31 different US proof sets,,miscellaneous purchases.xlsx,
2,Missing Year,cfb0ba60-51eb-43f5-8f11-9d0b9dacef5a,,50 bank notes from 50 countries with chart,,,average circ,$49.95,1,50 bank notes from 50 countries with chart,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,20d8b92d-4de8-4859-9981-b975fe07f83d,1990,6-Coin Prestige Proof Set,Proof Set,,Proof-63,$82.95,1,,"Description indicates a 6-coin Prestige Proof Set, with 'Ike",invoices/queue/b5cfeea3-d6ff-46f7-af0e-ee76d3c95d34_Scan_20260129 (52).pdf,
2,Looks like a SET — confirm if individual coin or set record,31cf4601-c9b1-4da1-bfd3-da27619c50c1,2020S,AI$ Proof Set,,,ch proof 63,$80.00,1,AI$ Proof Set,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,923fd8b8-e61d-4158-b369-8c95ac22cb01,1939,America Revisited Club; Time Capsule Year Set,,,Circulated,$103.00,1,,Contains 5 coins from 1939.,invoices/queue/96b3eb20-5ea7-4771-95fd-838413a13356_Scan_20260129 (47).pdf,
2,Looks like a SET — confirm if individual coin or set record,74c4aede-d8fa-42ce-bcf4-b838f1829e09,1954,America Revisited Club; Time Capsule Year Set,,,Circulated,$94.50,1,,Contains 5 coins from 1954.,invoices/queue/96b3eb20-5ea7-4771-95fd-838413a13356_Scan_20260129 (47).pdf,
2,Looks like a SET — confirm if individual coin or set record,5e886e3f-1450-4ec7-96a8-0753905d27fd,1962,America Revisited Selection,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Walking Liberty Half Dollar)",,Circulated,$79.95,1,,This item is a 5-Coin Time Capsule Year Set for 1962. Specif,invoices/queue/b7326048-35da-4508-b388-f34c0d886d0b_Scan_20260129 (34).pdf,
2,Looks like a SET — confirm if individual coin or set record,84af62f7-8d73-49f1-a527-da0b71edc323,1935,America Revisited Selection Year Set,5-Coin Year Set,,Circulated,$102.00,1,,"Contains a collection of 5 US coins from 1935, typically inc",invoices/queue/edde24eb-cb59-48ec-a06b-b010de92c904_Scan_20260129 (46).pdf,
2,Looks like a SET — confirm if individual coin or set record,72198219-01aa-42fa-a090-8fb11f6d11c3,1942,America Revisited Selection Year Set,5-Coin Year Set,,Circulated,$99.00,1,,"Contains a collection of 5 US coins from 1942, typically inc",invoices/queue/edde24eb-cb59-48ec-a06b-b010de92c904_Scan_20260129 (46).pdf,
2,Looks like a SET — confirm if individual coin or set record,f0a5b51f-32f4-4118-8774-eca1733ff2ed,1940,"America Revisited Selection, Time Capsule Year Set","5-Coin Set (Lincoln Cent, Jefferson Nickel, Mercury Dime, Washington Quarter, Walking Liberty Half Dollar)",,Circulated,$110.00,1,,Inferred denominations for a 5-coin US set of this year.,invoices/queue/6906eb5a-5a7e-4dc9-b5cb-a097346931b1_Scan_20260129 (42).pdf,
2,Looks like a SET — confirm if individual coin or set record,adc9ee72-8610-4542-a6e9-89079406b2b5,1946,"America Revisited Selection, Time Capsule Year Set",5-Coin Set,,Circulated,$99.00,1,,,invoices/queue/a9cd760f-4192-4e40-bad9-0af3b3e4ff71_Scan_20260129 (44).pdf,
2,Looks like a SET — confirm if individual coin or set record,cebc87cb-147b-4cc3-b652-26e4b563abc1,1949,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,Circulated,$112.00,1,,"This item is a 5-coin US Year Set. Typically, these sets inc",invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,d925cb06-a008-4576-964e-50dee59c45fa,1953,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,Circulated,$96.00,1,,"This item is a 5-coin US Year Set. Typically, these sets inc",invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,17a4d23a-55d7-4cd9-b848-ec8bf6c2d3b8,1958,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,Circulated,$94.50,1,,"This item is a 5-coin US Year Set. Typically, these sets inc",invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,53085375-edb5-4a6c-a3b7-855902d54871,1960,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,,Circulated,$93.00,1,,"This item is a 5-coin US Year Set. Typically, these sets inc",invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,c57b2abf-8876-41a3-88d6-c35ac6b3a540,2019,America the Beautiful Quarters,Quarter,PDS,Ungraded,$14.95,1,,This set contains 15 individual 2019 Washington Quarters (5 ,gs://studio-9101802118-8c9a8-uploads/invoices/d16ea7ae-6b28-45c4-a235-b21c224c04a4_1769970374_Scan_20260128 (11).pdf,
2,Looks like a SET — confirm if individual coin or set record,41311159-536d-4c3b-acd8-62597572cc8f,,America's First Small-Size,Lincoln Cent,,Ungraded,$85.42,1,,The invoice describes 'AMERICA'S FIRST SMALL-SIZE ONE-CENT C,invoices/queue/7e52860e-a540-433c-8284-1e9645eb6249_Scan_20260129 (60).pdf,
