year,mint,series,name,denom,est_value,index_key,coin_id
2013D,,Presidential Dollars,1,1,Pending,,0ecab5cb-c8d7-4593-839d-1c8166c83b66
2020,S,National Park Quarters,Quarter,Quarter,Pending,,0ed59663-61f8-4905-b0f9-3ea21316feed
1952S,,Roosevelt Dimes,Dime,Dime,Pending,,0f12fcac-476e-4464-bafc-1119861b15fb
1879,CC,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,0f38b0d6-0805-4074-9347-5e5f0b3ca4c5
1860,,,Nickel,Nickel,Pending,,0f56bc59-ba74-4d0a-9c3a-fdc4c14338c1
1934,,Time Capsule Year Set,5-Coin Set,5-Coin Set,Pending,,0f60961c-e8ef-4313-80d5-5b6c3e421326
1958,,Time Capsule Year Set,Mixed US Coin Set,Mixed US Coin Set,Pending,,0f8cfb3d-72a4-4b74-b3cf-947e657ddcda
1965,,Washington Silver Quarter,Quarter,Quarter,Pending,,0f9716e5-80b4-472f-b7dc-3cbe647010b6
1923,S,Peace Dollar,Dollar,Dollar,Pending,,0f98cb0a-1f81-4318-a7f1-993ff8872799
2015P,,Presidential Dollars,1,1,Pending,,0f9d665c-8a3b-4487-b5a5-0e8094819e3e
2015S,,Presidential Dollars,1,1,Pending,,0fb05f5b-89b9-4703-af2d-f68a6788d1e3
2018,S,National Park Quarters,Quarter,Quarter,Pending,,0fdb83c0-3f51-4206-a424-ab687791f9bb
1980,S,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,1005bddf-0a05-4688-9d3e-4e6080b1c9c5
1961,,Lincoln Cent,Penny,Penny,Pending,,100cf36c-b56f-4124-a967-f5cb93f85bd4
1964,D,Lincoln Cent,Penny,Penny,Pending,,10321ddd-b767-4b53-bc7a-d9ff86be789f
1841,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,10338f44-a2ef-454d-a499-0e4c5f7f67b1
1989,W,,1,1,Pending,,103e01b4-4960-424c-aed9-1ebbb5682b37
2018,S,National Park Quarters,Quarter,Quarter,Pending,,1064a1f0-0ab7-471d-b8e5-d96dcbabec71
,,The Celebrating America Coin Collection, The Celebrating America Coin Collection,,Pending,,10861b9b-ae1e-4200-86b0-876b2d1c37ef
1857,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,10901cb9-5432-4ae3-9b4f-028bb8a99ee0
1917,S,Standing Liberty Silver Quarter (Type 1),Quarter,Quarter,Pending,,10a6e294-9c05-4afc-9c33-e4842d26fe28
2018,S,National Park Quarters,Quarter,Quarter,Pending,,10abdb42-7061-4daf-95f5-cf9f1a6dc826
1982S,,Washington Silver Quarter,Quarter,Quarter,Pending,,10cd3085-8ecc-4ff5-a9a8-1143a73f8b21
1890,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,10d0de18-e15a-423d-a588-c4482482c7dc
1854,,,Nickel,Nickel,Pending,,10fd1c4f-8fbf-434d-9a54-07706823c8bc
2005D,,State and Territory Quarters,Quarter,Quarter,Pending,,1116fcff-b1b9-4780-9f56-baa6eaa297a8
2009S,,State and Territory Quarters,Quarter,Quarter,Pending,,111b585a-d45c-4172-9e38-6f609e1c3137
1978S,,Roosevelt Dimes,Dime,Dime,Pending,,11277c31-43d1-4d43-b88a-66e429e0deff
1948,,Lincoln Wheat Cent,Penny,Penny,Pending,,1128d6e6-7b67-4da9-9a8b-ded3fbf340e2
2012,S,National Park Quarters,Quarter,Quarter,Pending,,11291dbb-f554-48e3-a070-45bad82e82a5
1918,D,Mercury Silver Dime,1 Dime,1 Dime,Pending,,1157cf94-2638-471a-94e7-d5398fff0918
1915,S,Barber Series,Dime,Dime,Pending,,118a821c-54ba-4b99-8840-9e43ba2f2a5e
1992S,,Roosevelt Dimes,Dime,Dime,Pending,,11c076ff-d2ad-44dc-a8e0-690d5316361a
2024,P,U.S. Innovation Dollar,Dollar,Dollar,Pending,,11e74a1b-ab87-4ad6-a8ed-2e4338e07721
1958,,Washington Silver Quarter,Quarter,Quarter,Pending,,11f23ee9-13a4-4d8a-86e2-8d28151f6942
1892,CC,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,11f80363-7c80-4483-93f2-d1ad6b6ec73b
1957,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,11fc103f-7a4b-4e85-afbf-b02ece6d7c7c
1951,S,Lincoln Cent,Penny,Penny,Pending,,11ffb501-7770-4bc8-a66e-fcd7bdec29a3
2019,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,12083c7f-78ea-49e0-abe4-5efa3fcd8e6b
1943,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,120a59ac-d012-4e11-b02f-55ac634bee85
1840,,,Nickel,Nickel,Pending,,1216af14-059a-4a1c-8820-25d4753401be
1934D,,Washington Silver Quarter,Quarter,Quarter,Pending,,12190262-7315-47dd-b106-afdadc79d5a3
1924,D,Buffalo Nickel,Nickel,Nickel,Pending,,125c5b46-8371-4d95-b891-b1c3bbe68252
1978,D,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,1266e7a0-a18b-40aa-b34a-8a9631567043
2006S,,State and Territory Quarters,Quarter,Quarter,Pending,,12754dba-38c4-4a1c-9721-cc80f1543b27
1910,S,Lincoln Head Penny,Penny,Penny,Pending,,127a17a3-32a2-44dc-8b9b-1764fcb238eb
2003S,,State and Territory Quarters,Quarter,Quarter,Pending,,128150b9-162a-421b-9c69-e7af2d736900
2001P,,Roosevelt Dimes,Dime,Dime,Pending,,128e2cc1-a46d-40e9-a43a-056cce6fe107
1926,,,Nickel,Nickel,Pending,,12c08a83-5f77-49ee-aeff-6deae21d677a
1930,P,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,12cbe3f6-60ca-477d-a0c3-a801ab50a913
1898,O,Barber,Half Dollar,Half Dollar,Pending,,12e73345-f73a-44ed-ab88-7f434de60da0
1915,D,Barber,Half Dollar,Half Dollar,Pending,,12e8b0ac-b4df-4c05-b802-5c0029022a06
1924,D,Lincoln Cent Series,Penny,Penny,Pending,,12ef94f5-55cd-4ace-b9ca-01cebb9b9313
1974,D,Eisenhower Dollar,Dollar,Dollar,Pending,,12f2f133-92ac-4e29-8253-940b2ae05210
1958D,,Washington Silver Quarter,Quarter,Quarter,Pending,,13149482-1954-4661-8fc5-0fcb48d10877
2011,D,Lincoln Head Penny,Penny,Penny,Pending,,131917f8-9456-4cab-8545-3432613d7253
1917,,Lincoln Wheat Cent,Penny,Penny,Pending,,1324b69d-a3f7-4de6-9392-545237d6617e
1914,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,13253d5c-a5fb-437c-b7fe-82c399b321ce
1937S,,Washington Silver Quarter,Quarter,Quarter,Pending,,1331d8fb-cc46-43dc-afbf-463ce22218fc
1960,D,Lincoln Cent,Penny,Penny,Pending,,134bd05c-70b1-44cf-8432-429cdc52652b
2024,W,American Silver Eagle,Dollar,Dollar,Pending,,1357c449-02f4-40a8-9571-13fcddecfe6b
2020,S,National Park Quarters,Quarter,Quarter,Pending,,1359b204-9b19-4326-bf86-58b38fca2b72
,,Morgan Silver Dollar,1,1,Pending,,136dbcc9-7cd8-4161-b35b-d01fb2488708
2011,D,National Park Quarters,Quarter,Quarter,Pending,,136fc4ac-e8f0-4a67-98cd-ef860f9f60a6
1917,,Lincoln Cent,Penny,Penny,Pending,,1385d695-906d-486e-96ce-01cf76acb2b7
2019S,,Roosevelt Dimes,Dime,Dime,Pending,,138ffdca-f354-49fe-8f0f-3d0cd21dac6e
1967,,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,1393f4cc-d0d2-4ca8-ac04-adeddb140cfa
1927,,,Nickel,Nickel,Pending,,13a074b2-ce24-4f26-ad41-ca8eb651b627
1956,,Washington Silver Quarter,Quarter,Quarter,Pending,,13b3c0a2-56f1-456d-be8c-0611adf29681
1911,,Lincoln Head Penny,Penny,Penny,Pending,,13cc226c-5c64-4f89-b42e-d6ec7eb056a6
1930,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,13db4d7c-054e-49aa-a154-73214d625d4f
1983,S,Lincoln Cent Series,Penny,Penny,Pending,,13db7e15-45fb-4efd-bab5-af200349081e
1920,,Lincoln Wheat Cent,Penny,Penny,Pending,,13ecf784-38f6-48b3-831c-58135fa61e46
1902,,Indian Head Cent,Penny,Penny,Pending,,13eea016-bf1f-4d74-91ab-c0d80aca2373
2008,,Lincoln Cent Series,Penny,Penny,Pending,,13f0260d-590e-4963-bcbd-680698b1c2ff
1966,,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,13f2d690-ecbf-4753-9aba-1313835e2c3e
1905,,Barber Silver Quarters,25 Cents,25 Cents,Pending,,13fe8327-8109-4c25-95f8-d7f1c99b9915
1980P,,Roosevelt Dimes,Dime,Dime,Pending,,1401f977-a392-446b-a9a4-e554cd32f25f
1974,S,Eisenhower Dollar,Dollar,Dollar,Pending,,141f24d4-34e8-4bd8-9dc9-22b302e8adbf
1969,,Roosevelt Dimes,Dime,Dime,Pending,,1428deb9-2caf-49ab-8722-1091f88cf8f3
1988,D,Lincoln Cent,Penny,Penny,Pending,,14463910-bd09-4886-a466-39b8f8030ea5
1978D,,Roosevelt Dimes,Dime,Dime,Pending,,144c63cc-0d31-41a2-9d5d-0a66b1192a8d
1912,S,Barber Series,Dime,Dime,Pending,,1450b3c7-8114-443d-8ee9-65f56acf403e
2022D,,Roosevelt Dimes,Dime,Dime,Pending,,1473a962-4de2-4e0e-b03d-675bec5795ce
1925,,Lincoln Head Penny,Penny,Penny,Pending,,148adc64-b485-4e31-9805-592b251a26fa
1860,O,,Nickel,Nickel,Pending,,149c95c5-e2ac-4454-87f9-e0b77b11d8fd
2006,S,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,149da8f8-1e42-4f90-9e5e-38e6d16ead77
1990D,,Washington Silver Quarter,Quarter,Quarter,Pending,,14a11786-b91d-487f-a077-4f113aa39752
1930,,Lincoln Wheat Cent,Penny,Penny,Pending,,14ad7a61-eed5-4acc-82de-7a498aace9f9
2017,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,14bc9446-de8e-4391-932a-fc87cc817fe5
1893,CC,Morgan Silver Dollar,1,1,Pending,,14c3284c-3f2f-494e-910a-f421bf40558c
2008P,,Presidential Dollars,1,1,Pending,,14dd37b9-9211-4077-9a90-7ddca1605140
1950D,,Roosevelt Dimes,Dime,Dime,Pending,,14f3b16e-0a46-4470-b0a6-37f2fe0e5fe9
2023,,Modern Morgan and Peace Silver Dollar Collection,Morgan Silver Dollar,Morgan Silver Dollar,Pending,,14f4d7b1-b6ab-4d9b-9f26-ce370f843917
1872,,Shield Nickel,Nickel,Nickel,Pending,,14f982cf-bc74-4e8c-96e3-9fba9c5c46b1
1999D,,State and Territory Quarters,Quarter,Quarter,Pending,,1504187c-0667-4348-87dc-e2666ce09e1e
1980,D,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,150a2445-dc2b-4f08-b595-122f4203866c
2012,D,National Park Quarters,Quarter,Quarter,Pending,,1512518b-888f-4487-8e17-4ea654c31680
,,Morgan Silver Dollar,1,1,Pending,,1524f8cb-831e-410c-bfd0-0a972cfc2416
1929,S,Buffalo Nickel,Nickel,Nickel,Pending,,15555871-e536-42c2-9cef-063ca5417443
1943,S,Jefferson Nickel Series,Nickel,Nickel,Pending,,1562fab4-d5a4-44bf-8cef-2bb4a026d7fe
1828,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,159edd15-fc88-45b6-8682-f414378b3e6a
1937,,Lincoln Cent,Penny,Penny,Pending,,15a83ee2-a4e0-4f21-b32b-17cf48ee7cff
1953S,,Roosevelt Dimes,Dime,Dime,Pending,,15ae8d8c-6287-4700-bd2c-63a77900d888
1999D,,State and Territory Quarters,Quarter,Quarter,Pending,,15b7e8bd-7312-439d-b90c-9e9d0fba311e
2009P,,Roosevelt Dimes,Dime,Dime,Pending,,15c15b85-960a-4f20-a999-0eab542e7683
1985,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,15c8842d-f568-4a37-a894-c9025e328d93
1984D,,Washington Silver Quarter,Quarter,Quarter,Pending,,15f29496-d4d9-4f96-a82a-50a810b88f15
1846,,Braided Hair Large Cents,Large Cent,Large Cent,Pending,,15fea9af-e00c-42b2-bacd-329aaaa370d5
2020,P,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,1627a518-9b2e-4767-b8df-9a5e7d23d07b
2006P,,Roosevelt Dimes,Dime,Dime,Pending,,162c3fcf-3769-4c01-80a3-f4af0d4c26f7
1989D,,Roosevelt Dimes,Dime,Dime,Pending,,16388273-9035-42f4-903e-e72033d69926
2023,D,U.S. Innovation Dollar Program,U.S. Innovation Dollar,U.S. Innovation Dollar,Pending,,1643a9ba-6859-4334-a63d-093be628ec8e
1918,,Mercury Dime,Dime,Dime,Pending,,165c8edc-4d0a-4020-8b0a-9504eca83933
1959,,Lincoln Memorial Cent,Penny,Penny,Pending,,1690bd8b-4954-4d5b-a928-0a869a10838f
2001S,,State and Territory Quarters,Quarter,Quarter,Pending,,1694f919-9f10-4aab-ab94-7df29260768a
1904,O,Barber,Half Dollar,Half Dollar,Pending,,169b0456-5dc6-4456-981e-a167d538a9a5
2020,S,National Park Quarters,Quarter,Quarter,Pending,,16ac2ba3-fbfe-43f4-811c-5f7c69188a67
1905,S,Barber,Half Dollar,Half Dollar,Pending,,16c36b9b-e231-4c18-aa51-1d72fe5f7774
2007P,,Presidential Dollars,1,1,Pending,,16c8bee2-12e4-40a0-a557-e82dee6f76dc
2004,D,Lincoln Head Penny,Penny,Penny,Pending,,16de5950-7b9a-44bb-85f9-5ef1f1282e0c
1934,,Lincoln Wheat Cent,Penny,Penny,Pending,,16fb03b2-d6b0-409c-96a5-5712e7f89add
1993,S,Lincoln Cent,Penny,Penny,Pending,,1704ed2b-c39d-40be-b302-b8944b0120d7
1826,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,172db58d-1598-4dc4-aff2-b7062c82de58
2016P,,Presidential Dollars,1,1,Pending,,1744c2a4-a8af-4988-81c6-c5f072d67478
1946,,Washington Silver Quarter,Quarter,Quarter,Pending,,17469fb3-b724-4662-a728-92614cafefcb
2005S,,State and Territory Quarters,Quarter,Quarter,Pending,,1778e90b-94e2-4942-89a1-ae311e33b881
2007D,,Presidential Dollars,1,1,Pending,,177f55ad-f9ac-4e32-89d3-c98b1ee924a9
2017,S,National Park Quarters,Quarter,Quarter,Pending,,1788de90-afd8-42b3-9912-471d6d44da9c
1999,,American Eagle,Dollar,Dollar,Pending,,17968d0b-d5f2-409b-bd34-9f3cef574912
1973,,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,17992107-9860-4de2-a7c0-cdec46b65a17
1950,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,1799d416-4243-4618-9ed9-0c2e1b0548ba
1884,CC,Morgan Silver Dollar,1,1,Pending,,179fba52-4885-4c8e-9709-31d2d8475d38
2023,P,Native American Dollar Program,Native American Dollar,Native American Dollar,Pending,,179fd2cc-c12e-4145-b4fb-97ac0bac264c
1958,,America Revisited Selection: Time Capsule Year Set,Assorted US Coins,Assorted US Coins,Pending,,17a4d23a-55d7-4cd9-b848-ec8bf6c2d3b8
1911,,Lincoln Cent,Penny,Penny,Pending,,17a8d7bf-aeaa-4c1b-97a9-85dbd77857e5
1859,O,,Nickel,Nickel,Pending,,17d482a1-c5f0-4e6b-b382-08dccefa8205
1954,P,Jefferson Nickel Series,Nickel,Nickel,Pending,,17d50bda-7095-425e-b575-dc5c80869a49
1918,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,17ff781c-e1a8-40d3-8d58-a22fd851cb12
2015D,,Presidential Dollars,1,1,Pending,,18088f05-3e5d-4f20-9068-6c9bbc9a0e74
2005,D,Sacagawea Dollar,1 Dollar,1 Dollar,Pending,,180b3e53-6b29-4bf2-8c19-f03539e62355
1945,S,Washington Quarter,Quarter,Quarter,Pending,,180d24bd-eb57-490f-bc76-e3811a357d4c
1976,D,U.S. Bicentennial,1 Dollar,1 Dollar,Pending,,182302cc-8ada-4fd8-a00f-64c463831c31
2011,P,National Park Quarters,Quarter,Quarter,Pending,,18363910-2d16-4b1c-8df3-f7fcff290b5d
2007S,,Roosevelt Dimes,Dime,Dime,Pending,,185c8093-c128-4d7d-8cc2-c25186b93dc3
2022,D,Native American Dollar,Native American Dollar,Native American Dollar,Pending,,18934e80-36ba-46ec-be5e-4a884daa3845
2004S,,State and Territory Quarters,Quarter,Quarter,Pending,,189df78b-c0f2-46e0-b320-8a9cae2160ec
1887,S,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,18e5f9b9-6240-4598-8bbd-515c57cf82af
1935,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,18f22875-669d-4ed7-8c96-983dc00b69d6
2023,S,US Women's Quarters,Quarter,Quarter,Pending,,1905879e-8743-46b1-8533-6b2b720e99ad
1929,,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,1908a60b-538a-4599-8a5c-b2b28e8e881f
1995,D,Lincoln Cent Series,Penny,Penny,Pending,,1912fdcd-d5b5-456b-9af5-bee8b67aaea1
2021S,,Roosevelt Dimes,Dime,Dime,Pending,,1940190d-6fb5-439a-9134-a45e322a9401
1870,,Liberty Seated,Quarter,Quarter,Pending,,194f9172-68ae-4e19-a4b6-c5236449c154
1965,,Lincoln Cent,Penny,Penny,Pending,,195c736c-ed08-4b1e-b03e-a5e25466bf78
1942,S,Lincoln Cent,Penny,Penny,Pending,,196ea0ca-1181-437b-9f63-3c4c616e31c4
1973,D,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,196f9db1-34c0-41ed-b693-ddfce9ed6ec2
1920,D,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,19716adf-1408-4315-a62d-d052967769a1
2014,S,National Park Quarters,Quarter,Quarter,Pending,,1980357e-c41f-47ce-abe2-02cdb9c74b52
2016,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,19951e1e-3b9c-4f86-871a-6d5789968c12
2003S,,State and Territory Quarters,Quarter,Quarter,Pending,,19aa9c89-76d6-44dc-b6ff-58c0fa986e00
1997,S,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,19b05f4a-e885-4cb4-bea7-0b91f1906760
1929,D,Mercury Dime,Dime,Dime,Pending,,19bf20a9-5afc-4df5-ad4f-06e09f697799
1966,,Roosevelt Dimes,Dime,Dime,Pending,,19ca3abe-01f1-4a66-b574-f0aab0cbf9f3
1872,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,19d528cd-40f6-4f03-af16-6c57a4c997e1
1898,S,Barber,Half Dollar,Half Dollar,Pending,,19d89d72-81b1-4433-b4e4-13b67949cc93
2008,D,Lincoln Cent,Penny,Penny,Pending,,1a046bf4-fc89-4edd-bd17-b16b961c65f4
2005D,,State and Territory Quarters,Quarter,Quarter,Pending,,1a0543cc-9d7b-49c7-a4de-53438602de20
N/A,,"Liberty Head Half Eagle (with motto, 1866-1908)",$5 ,$5 ,Pending,,1a19af9f-2ef4-4bb4-b8fc-55fff53fdd63
1941,D,Mercury Dime,Dime,Dime,Pending,,1a2dc37b-d180-464b-a5c6-e612448b432c
1958,,Lincoln Cent,Penny,Penny,Pending,,1a35e256-f0fe-4f17-85c1-8283c928f357
1888,,Liberty Seated,Dime,Dime,Pending,,1a3b5324-6a30-4d22-8e7a-f218878a80e7
1834,,Capped Bust,Dime,Dime,Pending,,1a453167-169c-4cc1-8fec-a9b09a9b9a3a
2015D,,Presidential Dollars,1,1,Pending,,1a8d9f50-d20b-4002-9fb1-ac495c9f0068
1979,,Lincoln Memorial Cent,Penny,Penny,Pending,,1a95a88c-2d19-4cea-8a8d-5848e6ac1505
1984,S,Lincoln Cent,Penny,Penny,Pending,,1aaf639d-acdd-47a2-b4db-1dd56c6a8604
1882,,Liberty Seated,Liberty Seated Dime,Liberty Seated Dime,Pending,,1ab9bcaa-9d36-4bb6-b450-92ec2bcc1d99
2016,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,1af08d54-18e0-4b1f-bd0f-b9f1fdd957cf
1992,,Lincoln Head Penny,Penny,Penny,Pending,,1b2c5288-50d3-4b68-95de-a824c96d1c37
1992P,,Washington Silver Quarter,Quarter,Quarter,Pending,,1b3b8645-eb21-4152-ac2c-053ce11ef5d3
2011,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,1b41489f-48ad-4f59-a8c0-2735d6bcd3e0
2018,P,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,1b4510bf-3a7f-4d38-b496-fc01e3171f01
1931,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,1b494fee-98da-4493-b721-c55d967f7c3b
1947,,Time Capsule Year Set,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Walking Liberty Half Dollar)","5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Walking Liberty Half Dollar)",Pending,,1b57264c-cf7e-4571-9b0a-8b8e18e8e764
1974,S,Eisenhower Dollar,Dollar,Dollar,Pending,,1b71d373-6a38-471d-8ea4-2d3fc0c69eff
Multiple,,Morgan Silver Dollar SET,1,1,Pending,,1b8edd54-3863-44e8-b070-67abcd004759
1916,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,1bafc464-ca4c-4161-9412-351482ccca84
1978,,Roosevelt Dimes,Dime,Dime,Pending,,1bd5b828-fc3e-48ae-a77f-9fcc6de5a1a8
1934D,,Washington Silver Quarter,Quarter,Quarter,Pending,,1bf1c80a-7704-4fa1-8aef-f8e8f1ba232d
1962,,Washington Silver Quarter,Quarter,Quarter,Pending,,1c033369-f815-4e0f-8e58-d15a242b6148
1875,S,20 Cent Piece,20 Cents,20 Cents,Pending,,1c11627b-b948-4497-b68a-16786e9e0dce
1934,S,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,1c266110-2745-4ebe-aa17-6d60b21b9f15
2023,,The Ultimate Modern Morgan and Peace Silver Dollar Collection,Morgan Silver Dollar,Morgan Silver Dollar,Pending,,1c4ed090-2f4c-4308-adc3-1eafd2da5f6f
2012D,,Roosevelt Dimes,Dime,Dime,Pending,,1c5feae5-f2c0-4715-87a1-2c3309409d3e
1942,S,The World War II U.S. Coin Collection,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,1c711f85-1fd1-4281-892a-8064f518b378
2012,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,1c726c95-0a9d-4767-a0d4-ca2e3a79e9f5
1866,,,1866,,Pending,,1c8e7e49-e355-49b6-a922-a3d96b1ad113
2009D,,State and Territory Quarters,Quarter,Quarter,Pending,,1ca03005-9789-47bc-bf36-f953e0f9d1dd
1935,,Mercury Dime,Dime,Dime,Pending,,1cd2ed52-02c7-41b9-a2ba-40794057fe32
1932,,Lincoln Cent,Penny,Penny,Pending,,1cd9f2fc-9fa7-4d30-ac54-6ca04cae6645
2001,,American Eagle,Dollar,Dollar,Pending,,1cde3996-0ad5-4550-94f6-8219a0b60927
1942,,Washington Silver Quarter,Quarter,Quarter,Pending,,1d17919c-fd60-42d8-9e12-53b2f46f010f
1824,,Capped Bust,Dime,Dime,Pending,,1d3bc837-160f-4ed4-9408-4f30eb116de4
1810,,Capped Bust Half Dollar,Half Dollar,Half Dollar,Pending,,1d41b27f-79c7-4a7b-92c7-45c0846344f0
1876,S,Liberty Seated,Quarter,Quarter,Pending,,1d71bc86-1259-439e-ba4f-fc8c31b868d5
1950S,,Washington Silver Quarter,Quarter,Quarter,Pending,,1d7e9437-befe-45af-9734-70aae4175e33
1923,S,Lincoln Head Penny,Penny,Penny,Pending,,1dc5b9e6-f94f-47b9-9b6f-d8cc04f61b8d
1990S,,Roosevelt Dimes,Dime,Dime,Pending,,1ddf6ed4-4627-40fc-bd6c-15f0dcccf730
1919,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,1e207ad8-8e71-40a5-bfb8-5b54cdec33de
1911,D,Barber,Half Dollar,Half Dollar,Pending,,1e49928f-4091-4288-b505-30e0be514dc9
1824,,THE HALF DOLLAR CLUB SELECTION,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,1e57ed56-167d-43ae-a89d-e99d6065fb95
1891,,Liberty Seated Silver Dime,Dime,Dime,Pending,,1e6912c4-78b4-48f0-bd90-da3a5e86a9f3
2021,D,Native American Dollar,Native American Dollar,Native American Dollar,Pending,,1e7a096d-533d-48c8-8de3-5e38a0b3c70c
1957D,,Washington Silver Quarter,Quarter,Quarter,Pending,,1e830e99-4be2-4c9d-836c-0556d572b826
1847,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,1e9037e5-4164-4138-a210-59838977e1f6
2022,S,US Women's Quarters,Quarter,Quarter,Pending,,1e942b54-5b89-414b-9b26-313aea0c4d5f
1900,,Barber Silver Quarters,25 Cents,25 Cents,Pending,,1e9f312c-9579-42a7-93cd-bc44dc3d4ae5
1954,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,1ec360ec-726f-45b6-904a-5238ad694562
1914,S,Buffalo Nickel,Nickel,Nickel,Pending,,1ef22837-d815-40e8-a197-e9e179220c05
1998,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,1f4f85cb-9d67-402d-9949-c5c8af0bf8d3
1909,D,Indian Head Gold Half Eagle,$5 ,$5 ,Pending,,1f57f944-3f54-4aa3-89d5-255648153771
1922,S,Peace Dollar,Dollar,Dollar,Pending,,1f6e4e14-dba6-4e73-9ff3-80b7cafaccbd
2001D,,State and Territory Quarters,Quarter,Quarter,Pending,,1f731848-7dd5-408b-b066-f3895e3c5aad
,,Morgan Silver Dollar,1,1,Pending,,1fae762d-5227-4d3e-8408-36230fbdc9ac
2012,D,Native American Dollar,1 Dollar,1 Dollar,Pending,,1fb2cf01-a9ae-4b6f-839e-e55415bee689
1971,,Eisenhower Dollar,Dollar,Dollar,Pending,,1fd98ac1-c81a-4282-af63-fb7d669574c5
1957,D,Roosevelt Dime Series,Dime,Dime,Pending,,1fdf3ea5-205d-4dfa-b122-96f584450495
1860,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,1fe91205-41d3-4c37-81f9-4ddb73a0c51c
1939,,Lincoln Cent Series,Penny,Penny,Pending,,1fee85dd-c68b-48ac-a3d4-79e69b193813
1842,,,Nickel,Nickel,Pending,,1ffd4b34-6f92-4fb7-84e9-435a515a7b0b
1976,S,U.S. Bicentennial,Dollar,Dollar,Pending,,1fff118d-9f69-4f8e-8d6c-3c4af2bb5dda
1823,,Capped Bust,Dime,Dime,Pending,,2002fe8a-bf82-4376-8db0-0cada9a9a0fb
1981,,Lincoln Memorial Cent,Penny,Penny,Pending,,2019f123-cccb-4631-928d-7caec1e42c31
1896,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,202c5f63-5585-4211-ab97-5b9198ff3a98
1892,CC,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,20406fb1-7067-48dc-8f17-b9d737e83e7e
2002D,,State and Territory Quarters,Quarter,Quarter,Pending,,20487702-d9e1-40ac-a830-7c34f6504fd9
,,Morgan Silver Dollar,1,1,Pending,,205df06f-98e7-4a38-aeaa-a5997c41effe
1949,D,Mercury Dime,Dime,Dime,Pending,,20724cf8-47bd-4934-a682-4dd2e0f39765
