Year,Denomination,Program/Series,Mint Mark,Count_Missing,Count_Has_Image
2015,American Silver Eagle Dollar,American Eagle Silver Dollar,,0,1
1976,Penny,Lincoln Cent,S,0,1
1951,Half Dollar,Franklin Half Dollar,D,0,2
2008,Penny,Lincoln Cent Series,S,0,1
1892,Dollar,Morgan Silver Dollar,S,0,1
1895,Dollar,Morgan Silver Dollar,S,0,1
1949,Quarter,Washington Silver Quarter,,0,1
Multiple,Multiple,Morgan Silver Dollar Set,,0,1
1919,Half Dollar,Liberty Walking Half Dollar,P,0,1
1908,Unknown,Unknown,S,0,1
1887,Quarter,Washington Silver Quarter,P,0,1
1989,Penny,Lincoln Cent Series,,0,1
2010,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1950,Penny,Lincoln Cent,,0,2
1918,Half Dollar,Liberty Walking Half Dollar,S,0,1
2017,1 Dollar,Native American Dollar,P,0,1
1966,Penny,Lincoln Cent,,0,1
1982,Dime,Roosevelt Dime,S,0,1
1988,Dime,Roosevelt Dimes,P,0,1
2003,1 Dollar,Sacagawea Dollar,P,0,1
1985,Quarter,Washington Silver Quarter,P,0,1
2001,Penny,Lincoln Cent Series,,0,1
2020,Dime,Roosevelt Dimes,S,0,1
1994,Penny,Lincoln Cent,D,0,1
1942,Half Dollar,Liberty Walking Half Dollar,S,0,1
1951,Cent,Lincoln Wheat Cent,,0,1
1929,Penny,Lincoln Head Cent,S,0,1
1917,Roosevelt Dime,Mercury Dime,S,0,1
1875,Half Dollar,Liberty Seated,,0,1
1940,Penny,Lincoln Wheat Cent,,0,1
1959,Nickel,Jefferson Nickel Series,P,0,1
1893,Unknown,Unknown,,0,1
1883,$1,Morgan Dollar Series,CC,0,1
1913,Penny,Lincoln Wheat Cent,S,0,1
1946,Quarter,Washington Quarter,,0,1
1929,Quarter,Standing Liberty Quarter,,0,1
1938,Penny,Lincoln Wheat Cent Series,,0,2
1974,Dime,Roosevelt Dimes,D,0,1
1954,Penny,Lincoln Wheat Cent Series,,0,1
1847,Large Cent,Braided Hair Large Cents,,0,1
1899,1 Dollar,Morgan Silver Dollars,P,0,1
1943,1 Cent,PDS Reprocessed Steel Cents,,0,1
1923,Peace Dollar,Unknown,S,0,1
1878,$1,Morgan Silver Dollar Set,Multiple,0,1
1966,Quarter,Washington Silver Quarter,,0,1
1862,Nickel,Unknown,,0,1
1956,Penny,Lincoln Wheat Cent,,0,1
1918,Penny,Lincoln Wheat Cent Series,,0,2
1892,25 Cents,Barber Silver Quarters,,0,1
1978,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1867,Half Dollar,Liberty Seated,,0,1
1992,Dime,Roosevelt Dimes,D,0,1
2012,Penny,Lincoln Cent Series,D,0,1
1857,Half Dollar,Liberty Seated,,0,1
1975,Penny,Lincoln Cent Series,S,0,1
1906,Dime,Barber Series,D,0,1
1902,1 Dollar,Morgan Silver Dollars,O,0,1
1854,Large Cent,Braided Hair Large Cents,,0,1
1983,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1894,Half Dollar,Barber,O,0,1
1912,Penny,Lincoln Wheat Cent,S,0,1
1964,Half Dollar,Kennedy Half Dollar,,0,1
1903,Barber Silver Dimes,Barber Dimes,O,0,1
1875,Dime,Liberty Seated Silver Dime,CC,0,1
2000,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1962,Half Dollar,Franklin Half Dollar,,0,3
2019,1 Dollar,Native American Dollar,D,0,1
2010,Penny,Lincoln Head Penny,,0,1
1927,Penny,Lincoln Cent Series,S,0,1
1976,Quarter,Washington Quarter,D,0,1
1825,Half Dollar,Capped Bust,,0,1
1915,Penny,Lincoln Wheat Cent,S,0,1
1932,Penny,Lincoln Cent,D,0,2
1854,Half Dollar,Liberty Seated,O,0,1
2023,Lincoln Cent,Unknown,S,0,1
1907,Half Dollar,Barber,S,0,1
1883,Dime,Liberty Seated Silver Dime,,0,1
1992,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
2007,1 Dollar,Sacagawea Dollar,P,0,1
1855,Half Dollar,Liberty Seated,,0,1
1994,Dollar,American Eagle,P,0,1
1856,Quarter,Liberty Seated,,0,1
1819,Half Dollar,Capped Bust Half Dollar,,0,1
1898,Barber Silver Dimes,Barber Dimes,P,0,1
1986,Dime,Roosevelt Dimes,P,0,1
1989,Quarter,Washington Silver Quarter,P,0,1
1949,Dime,Roosevelt Dimes,D,0,1
Unknown,Dollar,Peace Dollar,,0,1
1952,Quarter,Washington Quarter,,0,1
1932,Penny,Lincoln Wheat Cent Series,,0,2
1949,Nickel,Jefferson Nickel Series,D,0,1
1957,Dime,Roosevelt Dime,,0,1
2004,1 Dollar,Sacagawea Dollar,D,0,1
1942,Jefferson Nickel,Wartime,P,0,1
2005,Dime,Roosevelt Dimes,D,0,1
1899,Half Dollar,Barber,O,0,1
1971,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1943,Dime,Winged Liberty Head,,0,1
1879,Half Dollar,Liberty Walking Half Dollar,P,0,1
1919,Penny,Lincoln Cent,,0,2
2024,Washington Quarter,American Women Quarters Program,,0,1
1937,Penny,Lincoln Wheat Cent Series,,0,2
Unknown,Dime,Historic U.S. Silver Coins,D,0,1
1961,Penny,Lincoln Head Penny,,0,2
1899,Cent,Indian Head Cent,,0,1
1954,Dime,Roosevelt Dimes,S,0,1
1915,Half Dollar,Barber,,0,1
2003,Roosevelt Dime,Roosevelt Dime,P,0,1
1920,Half Dollar,Liberty Walking Half Dollar,P,0,1
1948,Nickel,Jefferson Nickel,,0,1
2003,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
2015,Kennedy Half Dollar,Kennedy Half Dollar,P,0,1
1977,Quarter,Washington Silver Quarter,D,0,1
2005,Dollar,American Eagle,,0,1
2023,Peace Dollar,Modern Peace Dollar,,0,1
1971,Penny,Lincoln Head Penny,S,0,1
1912,Penny,Lincoln Head Penny,,0,1
1990,Quarter,Washington Silver Quarter,S,0,1
2008,1 Dollar,Sacagawea Dollar,P,0,1
1940,Penny,Lincoln Cent Series,,0,1
1942,Quarter,Washington Silver Quarter,D,0,1
1855,Large Cent,Braided Hair Large Cents,,0,1
1939,Dime,Mercury Dime,S,0,2
1946,Nickel,Jefferson Nickel,,0,1
1956,Nickel,Jefferson Nickel Series,P,0,1
2015-2024,Roosevelt Dime,Roosevelt Dime Set,P/D,0,1
1858,Nickel,Stars,,0,1
1978,Dollar,Eisenhower Dollar,,0,2
1903,Barber Silver Dimes,Barber Dimes,P,0,1
1983,Quarter,Washington Silver Quarter,S,0,1
2005,Penny,Lincoln Cent,D,0,1
1837,Half Dime,Capped Bust,,0,1
1895,Barber Silver Dimes,Barber Dimes,S,0,1
1934,Cent,Lincoln Wheat Cent,,0,1
1909,25 Cents,Barber Silver Quarters,O,0,1
2013,1 Dollar,Native American Dollar,D,0,1
1924,Quarter,Standing Liberty Silver Quarter,,0,1
1942,Nickel,Jefferson Nickel Series,P,0,2
1878,1 Dollar,Morgan Silver Dollars,P,0,1
1956,Dime,Roosevelt Dimes,D,0,2
1989,Dime,Roosevelt Dimes,P,0,1
1914,25 Cents,Barber Silver Quarters,S,0,1
1969,Dime,Roosevelt Dimes,S,0,1
1992,Penny,Lincoln Cent,S,0,1
2025,Washington Quarter,American Women Quarters Program,P,0,1
2024,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1977,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
2001,Roosevelt Dime,Unknown,P,0,1
2002,Penny,Lincoln Cent,D,0,1
1942,Half Dollar,Liberty Walking Half Dollar,D,0,1
1885,Dollar,Morgan Silver Dollar,CC,0,1
1911,Penny,Lincoln Cent Series,,0,1
1920,Penny,Lincoln Cent,S,0,1
1877,Half Dollar,Liberty Seated,S,0,1
1877,Quarter,Liberty Seated,,0,1
1990,Penny,Lincoln Cent,,0,1
1942,Coin Set,Birth Year Coin and Silver Commemorative Set,,0,1
1997,Penny,Lincoln Cent Series,D,0,1
1955,Dime,Roosevelt Dime,,0,1
1958,Dime,Mercury Dime,,0,1
1820,Capped Bust Silver Dime,Capped Bust Dime,,0,1
1947,Half Dollar,Liberty Walking Half Dollar,D,0,1
2019,Quarter,America the Beautiful Quarters,PDS,0,1
1976,Dollar,U.S. Bicentennial,D,0,2
1983,Penny,Lincoln Memorial Cent,,0,1
1989,Penny,Lincoln Cent,,0,1
1863,Nickel,Unknown,,0,1
1890,Dollar,Morgan Silver Dollar,,0,1
1887,Dime,Liberty Seated Silver Dime,S,0,1
1919,Roosevelt Dime,Mercury Dime,,0,1
1945,Penny,Lincoln Head Cent,S,0,1
1945,Penny,Lincoln Wheat Cent,,0,1
2019,Dime,Roosevelt Dimes,P,0,1
1915,25 Cents,Barber Silver Quarters,D,0,1
1946,Quarter,State and Territory Quarters,,0,1
1950,Penny,Lincoln Wheat Cent,,0,1
1927,Dime,Mercury Dime,,0,1
2005,Penny,Lincoln Cent,S,0,1
1923,Nickel,Unknown,,0,1
1933,Penny,Lincoln Wheat Cent,,0,1
1976,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1813,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
1936,Penny,Lincoln Wheat Cent,,0,1
1912,Penny,Lincoln Cent Series,D,0,1
1899,Barber Silver Dimes,Barber Dimes,P,0,1
1994,Dime,Roosevelt Dimes,D,0,1
2001,1 Dollar,Sacagawea Dollar,S,0,1
1870,Nickel,Unknown,,0,1
1963,Dime,Roosevelt Dime Series,D,0,1
1889,$1,Morgan Silver Dollar,Multiple,0,1
2004,Penny,Lincoln Cent,S,0,1
1976,Kennedy Half Dollar,Kennedy Half Dollar Series,,0,1
2013,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
2009,Dime,Roosevelt Dimes,S,0,1
2008,Dollar,American Eagle,,0,1
1993,Dime,Roosevelt Dime,D,0,1
1876,Dime,Liberty Seated Dime,CC,0,1
1862,Half Dollar,Liberty Seated,S,0,1
1878,Dollar,Morgan Dollar,S,0,1
1837,Penny,Coronet Head Large Cent,,0,1
1977,Penny,Lincoln Cent Series,,0,1
1924,Dollar,Peace Dollar,S,0,1
Unknown,$25,American Gold Eagle,,0,1
1946,Half Dollar,Liberty Walking Half Dollar,S,0,1
1824,Roosevelt Dime,Capped Bust Dime,,0,1
1957,Cent,Lincoln Wheat Cent,,0,1
1883,$1.0,Morgan Dollar Series,,0,1
2014,1 Dollar,Native American Dollar,D,0,1
2010,$1,Presidential Dollars,D,0,2
2015,1 Dollar,Native American Dollar,P,0,1
1946,Half Dollar,Walking Liberty Half Dollar,,0,1
1812,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
1914,Penny,Lincoln Head Cent,,0,1
1973,Penny,Lincoln Cent,D,0,1
1951,Quarter,Washington Silver Quarter,S,0,1
1931,Penny,Lincoln Head Penny,S,0,1
2009,1 Dollar,Native American Dollar,P,0,1
1932,Penny,Lincoln Cent Series,,0,1
2021,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1818,Capped Bust Silver Quarter,Unknown,,0,1
1975,Penny,Lincoln Cent,D,0,1
2010,Quarter,National Park Quarters,P,0,2
1911,Penny,Lincoln Wheat Cent Series,,0,2
1992,Quarter,Washington Silver Quarter,D,0,1
1936,Dime,Mercury Dime,,0,2
1900,1 Dollar,Morgan Dollar,S,0,1
2010,1 Dollar,Native American $1 Coin,D,0,1
2013,$1,Presidential $1 Coin,D,0,1
1963,Penny,Lincoln Cent,D,0,1
1938,Quarter,Washington Silver Quarter,,0,1
1970,Penny,Lincoln Cent,D,0,1
1989,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1980,Quarter,Washington Silver Quarter,P,0,1
2010,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1972,Penny,Lincoln Head Penny,D,0,1
2002,Penny,Lincoln Head Penny,D,0,1
1944,Dime,Mercury Dime,S,0,1
1905,$10,Indian Head Gold Eagle,S,0,1
1833,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
2012,Dollar,American Eagle,W,0,2
1948,Dime,Roosevelt Dime,,0,1
1907,Dime,Barber Series,Pending,0,1
1924,Penny,Lincoln Cent Series,,0,1
1894,1 CENT,Indian Head Cents,P,0,1
1912,Dime,Barber Series,D,0,1
1944,Dime,Mercury Dime,,0,2
1939,Half Dollar,Liberty Walking Half Dollar,D,0,1
1930,Penny,Lincoln Cent,,0,1
1943,Nickel,Jefferson Wartime Nickel,P,0,1
1883,1 Dollar,Morgan Silver Dollars,S,0,1
1955,Nickel,Jefferson Nickel,,0,1
1911,25 Cents,Barber Silver Quarters,D,0,1
1938,Penny,Lincoln Head Penny,S,0,1
1983,Quarter,Washington Silver Quarter,D,0,1
2021,Quarter,National Park Quarters,S,0,2
1979,Dime,Roosevelt Dimes,D,0,1
1971,Penny,Lincoln Cent Series,D,0,1
1936,Half Dollar,Liberty Walking Half Dollar,P,0,1
1945,Quarter,Washington Silver Quarter,,0,1
2007,Penny,Lincoln Cent Series,,0,1
1925,Penny,Lincoln Head Penny,D,0,1
1880,$5,Liberty Head Half Eagle,,0,1
2009,$1,Presidential Dollars,P,0,3
2014,Dime,Roosevelt Dimes,D,0,1
1984,Penny,Lincoln Head Penny,,0,1
1884,1 Dollar,Morgan Silver Dollars,CC,0,1
1959,Penny,Lincoln Cent,D,0,1
1853,Quarter,Liberty Seated,O,0,1
2000,Penny,Lincoln Cent,,0,1
1985,Quarter,Washington Silver Quarter,D,0,1
1891,Liberty Seated Silver Dime,Liberty Seated,S,0,1
1941,Penny,Lincoln Wheat Cent,,0,1
1937,Nickel,Buffalo Nickel Series,,0,1
1973,Dime,Roosevelt Dimes,D,0,1
2014,Penny,Lincoln Head Penny,S,0,1
1916,Penny,Lincoln Cent,S,0,1
1922,Penny,Lincoln Wheat Cent,,0,1
2007,Penny,Lincoln Cent,D,0,1
2006,Penny,Lincoln Cent,D,0,1
1917,Half Dollar,Liberty Walking Half Dollar,D,0,1
1846,Half Dollar,Liberty Seated,,0,1
1952,Dime,Roosevelt Dime,,0,1
1915,Half Dollar,Barber,S,0,1
1988,Dollar,American Eagle,S,0,1
1913,Half Dollar,Barber,D,0,1
2003,Nickel,Jefferson Nickel,,0,1
1998,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1852,Nickel,Stars,,0,1
2013,1 Dollar,Native American Dollar,P,0,1
2000,Dime,Roosevelt Dimes,D,0,1
2008,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1969,Penny,Lincoln Head Penny,,0,1
1936,Quarter,Unknown,,0,1
2014,1 Dollar,Native American Dollar,S,0,1
1998,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
1956,Roosevelt Dime,Roosevelt Dime,P,0,1
1955,Dime,Roosevelt Dimes,S,0,1
1934,Dime,Mercury Dime,,0,2
1947,Quarter,Washington Silver Quarter,,0,1
1875,Half Dollar,Liberty Seated,CC,0,1
2022,1 Dollar,Native American Dollar,S,0,1
1945,Quarter,Washington Silver Quarter,S,0,1
1902,Barber Silver Dimes,Barber Dimes,P,0,1
2009,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1935,Penny,Lincoln Head Penny,D,0,1
1885,Dollar,Morgan Dollar,,0,1
1890,1 Dollar,Morgan Dollar,P,0,1
1906,Dime,Barber Series,Pending,0,1
1893,Half Dollar,Barber,S,0,1
2010,Half Dollar,Kennedy Half Dollar,P,0,1
2009,1 Dollar,Sacagawea Dollar,P,0,1
1953,Quarter,Washington Quarter,S,0,1
1831,Capped Bust Silver Dime,Capped Bust Dime,,0,1
1902,Half Dollar,Barber,S,0,1
1839,Quarter,Liberty Seated,,0,1
1990,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
2018,US Coin Set,Jamul Indian Coin Set,,0,1
1927,Nickel,Buffalo Nickel,D,0,1
1983,Quarter,Washington Silver Quarter,P,0,1
2003,Penny,Lincoln Head Penny,D,0,1
1983,Dime,Roosevelt Dimes,P,0,1
1900,Barber Silver Dimes,Barber Dimes,P,0,1
1951,Dime,Roosevelt Dimes,D,0,1
1951,Quarter,Washington Silver Quarter,,0,2
1836,Capped Bust Silver Quarter,Unknown,,0,1
1913,Penny,Lincoln Cent Series,D,0,1
1954,Penny,Lincoln Wheat Cent,,0,1
2025,1 Quarter,American Women Quarters Program,P,0,1
2023,Kennedy Half Dollar,Unknown,P,0,1
1881,Dollar,Morgan Dollar,S,0,1
1980,Susan B. Anthony Dollar,Susan B. Anthony Dollar,,0,1
1842,Nickel,Unknown,O,0,1
1822,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
2003,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1962,Dime,Roosevelt Dime Series,D,0,1
1891,Dime,Liberty Seated Silver Dime,O,0,1
1954,Nickel,Unknown,,0,1
1928,Dime,Mercury Dime,,0,1
1950,Nickel,Jefferson Nickel,,0,1
1924,1 Dime,Mercury Silver Dime,D,0,1
1883,Nickel,Liberty Head Nickel,,0,1
1940,Half Dollar,Liberty Walking Half Dollar,P,0,1
1968,Penny,Lincoln Cent Series,,0,1
1988,Quarter,Washington Silver Quarter,P,0,1
1992,Dollar,American Eagle,S,0,1
1943,Walking Liberty Half Dollar,Walking Liberty Half Dollar,,0,1
1909,Penny,Lincoln Wheat Cent,,0,1
1932,Quarter,Washington Silver Quarter,D,0,1
1942,Quarter,Washington Silver Quarter,S,0,1
2021,Dollar,American Eagle,,0,1
1908,Barber Silver Dimes,Barber Dimes,P,0,1
1901,Dollar,Morgan Silver Dollar,,0,1
2019,$1,Silver Eagles Signed by Tom Cleveland,W,0,1
1975,Nickel,The U.S. Nickel Collection,,0,1
1888,Dollar,Morgan Silver Dollar,O,0,1
1892,1 Dollar,Morgan Silver Dollar,P,0,1
1950,Penny,Lincoln Head Penny,D,0,1
1908,Half Dollar,Barber,D,0,1
2011,Dime,Roosevelt Dimes,P,0,1
2020,Nickel,Jefferson Nickel Series,W,0,1
1999-2010,Quarter,Washington Silver Quarter,,0,1
1972,Dime,Roosevelt Dimes,,0,1
1944,Penny,Lincoln Cent,S,0,1
1950,Dime,Roosevelt Dimes,,0,1
1933,Penny,Lincoln Cent Series,,0,1
1891,Dollar,Morgan Silver Dollar,,0,1
1818,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
1884,Liberty Seated Dime,Liberty Seated,S,0,1
1940,Quarter,Washington Quarter,,0,1
1894,Half Dollar,Barber,,0,1
1973,Quarter,Washington Silver Quarter,,0,1
2011,Dollar,American Eagle 25th Anniversary Set,,0,1
1889,1 Dollar,Morgan Silver Dollars,P,0,1
1989,$50,American Gold Eagle,W,0,1
2024,Quarter,American Women Quarters Program,D,0,2
1963,Franklin Silver Half Dollar,Unknown,D,0,1
1945,Half Dollar,Walking Liberty Half Dollar,D,0,1
1986,Penny,Lincoln Cent,D,0,1
1952,Penny,Lincoln Head Penny,,0,1
1991,Penny,Lincoln Cent,S,0,1
1968,Quarter,Washington Silver Quarter,D,0,1
1999,Susan B. Anthony Dollar,Susan B. Anthony Dollar,P,0,1
1901,1 Dollar,Morgan Silver Dollars,O,0,1
1930,Penny,Lincoln Head Penny,,0,2
1859,Nickel,Stars,,0,1
1970,Quarter,Washington Quarter,D,0,1
1947,Dime,Roosevelt Dime,S,0,1
1888,Unknown,Unknown,,0,1
1974,Dime,Roosevelt Dime,,0,1
1896,1 Dollar,Morgan Dollar,P,0,1
1944,Penny,Lincoln Cent,,0,2
1853,Half Dollar,Liberty Seated,,0,1
1970,Dime,Roosevelt Dimes,S,0,1
1986,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1906,Barber Silver Dimes,Barber Dimes,D,0,1
1856,Half Dollar,Liberty Seated,,0,1
2013,Penny,Lincoln Cent Series,S,0,1
2021,1 Dollar,American Innovation Dollars,P,0,1
2002,1 Dollar,Sacagawea Dollar,S,0,1
1844,Quarter,Liberty Seated,O,0,1
1916,Penny,Lincoln Head Penny,D,0,1
2018,Dollar,American Eagle,,0,1
1973,Penny,Lincoln Cent Series,,0,1
1902,Cent,Indian Head Cent,,0,1
1995,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
2020,Dollar,American Eagle,W,0,1
1928,Mercury Dime,Unknown,S,0,1
1896,25 Cents,Barber Silver Quarters,S,0,1
2013,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
2004,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1991,Dime,Roosevelt Dimes,S,0,1
1909,25 Cents,Barber Silver Quarters,S,0,1
1854,Half Dollar,Liberty Seated,,0,1
1943,Quarter,Washington Silver Quarter,D,0,1
2003,Penny,Lincoln Head Penny,,0,1
1913,25 Cents,Barber Silver Quarters,S,0,1
1946,Quarter,Unknown,,0,1
1868,Unknown,Unknown,,0,1
1925,Quarter,Standing Liberty Silver Quarter,,0,1
2006,Kennedy Half Dollar,Kennedy Half Dollar,,0,1
1996,Penny,Lincoln Cent,S,0,1
2024,Quarter,American Women Quarters,S,0,1
1990,Roosevelt Dime,Roosevelt Dime,D,0,1
1909,Penny,Lincoln Cent Series,S,0,1
1897,Barber Dime,Barber Dime,P,0,1
1933,Penny,Lincoln Cent,D,0,1
1875,Dime,Liberty Seated Dime,,0,1
2003,Penny,Lincoln Cent,S,0,1
2016,1 Dollar,Native American Dollar,D,0,1
1963,Dime,Roosevelt Dime,D,0,1
1899,Half Dollar,Barber,,0,1
2023,Dime,Roosevelt Dimes,P,0,1
2022,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
1896,Half Dollar,Barber,,0,1
1896,Half Dollar,Barber,O,0,1
1986,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
2000,Dime,Roosevelt Dimes,P,0,1
1888,Quarter,Liberty Seated,S,0,1
1931,Dime,Mercury Dime,S,0,1
1929,Half Dollar,Liberty Walking Half Dollar,S,0,1
1996,Penny,Lincoln Cent Series,,0,1
1943,Penny,Lincoln Head Penny,,0,1
2023,Quarter,US Women's Quarters,D,0,1
1987,Penny,Lincoln Cent,D,0,1
1891,Dollar,Morgan Silver Dollar,O,0,1
1908,25 Cents,Barber Silver Quarters,,0,1
1811,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
1994,Quarter,Washington Silver Quarter,D,0,1
1857,Quarter,Liberty Seated,,0,1
1977,Quarter,Washington Silver Quarter,,0,1
1987,Penny,Lincoln Cent,S,0,1
1840,Nickel,Stars No Drapery,,0,1
1921,Penny,Lincoln Head Penny,S,0,1
1892,Half Dollar,Barber,,0,1
1855,Half Dollar,Liberty Seated,O,0,1
1946,Cent,Lincoln Wheat Cent,,0,1
1915,25 Cents,Barber Silver Quarters,S,0,1
2007,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1979,Roosevelt Dime,Roosevelt Dime,S,0,1
1993,Quarter,Washington Silver Quarter,P,0,1
1943,Cent,Lincoln Cent,S,0,1
multiple,1 cent,Wheat Cents,,0,1
1982,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1914,Penny,Lincoln Wheat Cent,,0,1
1879,Unknown,Unknown,,0,1
2006,Dollar,American Eagle,,0,1
1971,Penny,Lincoln Cent Series,S,0,1
1891,Quarter,Liberty Seated,S,0,1
2002,1 Dollar,Sacagawea Dollar,P,0,1
1993,Dollar,American Eagle,P,0,1
1944,Half Dollar,Walking Liberty Half Dollar,D,0,1
1924,1 Dime,Mercury Silver Dime,S,0,1
1911,Penny,Lincoln Wheat Cent Series,S,0,1
1823,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
1954,Quarter,Washington Quarter,,0,1
1939,Penny,Lincoln Wheat Cent,,0,1
2019,Penny,Lincoln Head Penny,W,0,1
1854,Dime,Liberty Seated Silver Dime,O,0,1
1936,Penny,Lincoln Head Cent,S,0,1
2012,1 Dollar,Native American Dollar,S,0,1
1934,Penny,Lincoln Head Penny,D,0,1
1997,Quarter,Washington Silver Quarter,D,0,1
1943,Half Dollar,Walking Liberty Half Dollar,,0,1
1945,Half Dollar,Liberty Walking Half Dollar,P,0,1
1959,Half Dollar,Franklin Half Dollar,,0,1
2008,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1908,Barber Silver Dimes,Barber Dimes,D,0,1
1853,Nickel,Stars,,0,1
1964,Roosevelt Dime,Unknown,D,0,1
1998,Penny,Lincoln Cent,S,0,1
2003,1 Dollar,Sacagawea Dollar,D,0,1
1925,Penny,Lincoln Cent,,0,2
1995,Penny,Lincoln Cent,,0,1
1981,Susan B. Anthony Dollar,Susan B. Anthony Dollar,P,0,1
1920,Quarter,Standing Liberty Silver Quarter,,0,1
2071,Dime,Roosevelt Dimes,S,0,1
1956,Penny,Lincoln Head Penny,,0,1
1981,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1892,25 Cents,Barber Silver Quarters,S,0,1
1976,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1904,Dollar,Morgan Silver Dollar,,0,1
2015,1 Dollar,Native American Dollar,S,0,1
1988,Dime,Roosevelt Dimes,S,0,1
1881,1 Dollar,Morgan Silver Dollars,O,0,1
1962,Nickel,Jefferson Nickel,,0,1
1946,Penny,Lincoln Wheat Cent,,0,1
1880,$1.0,Morgan Silver Dollar,CC,0,1
1918,Penny,Lincoln Cent Series,S,0,1
2009,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1931,Dime,Mercury Dime,,0,2
1910,Penny,Lincoln Wheat Cent,,0,1
1920,Penny,Lincoln Cent,,0,1
2021,American Silver Eagle Dollar,American Eagle Silver Dollar,W,0,1
1893,Half Dollar,Barber,O,0,1
1893,25 Cents,Barber Silver Quarters,O,0,1
1972,1 Dollar,Eisenhower Dollar,,0,1
1865,Unknown,Unknown,,0,1
1908,25 Cents,Barber Silver Quarters,O,0,1
2004,Penny,Lincoln Head Penny,,0,1
1913,Barber Silver Dimes,Barber Dimes,S,0,1
1896,Half Dollar,Liberty Seated,S,0,1
1908,Cent,Indian Head Cent,,0,1
1980,Dime,Roosevelt Dimes,D,0,1
1921,Half Dollar,Walking Liberty Half Dollar,,0,1
1952,Dime,Roosevelt Dimes,,0,1
1900,25 Cents,Barber Silver Quarters,O,0,1
1957,Nickel,Jefferson Nickel Series,P,0,1
1934,Quarter,Washington Quarter,,0,1
1992,Dime,Roosevelt Dimes,P,0,1
1929,Penny,Lincoln Cent,,0,1
1968,Lincoln Cent,Unknown,S,0,1
2018,Dime,Roosevelt Dimes,P,0,1
2014,Dollar,American Eagle,,0,1
2002,Penny,Lincoln Cent,S,0,1
1914,Barber Silver Dimes,Barber Dimes,P,0,1
1903,Dollar,Morgan Silver Dollar,O,0,1
1910,Dime,Barber Series,Pending,0,1
1919,Penny,Lincoln Head Penny,,0,1
1994,Dollar,American Eagle,,0,1
1997,Dime,Roosevelt Dimes,D,0,1
1921,Half Dollar,Barber,S,0,1
2002,Dollar,American Eagle,,0,1
1973,Quarter,Washington Silver Quarter,S,0,1
1974,1 Dollar,Eisenhower Dollar,D,0,1
2008,Dime,Roosevelt Dime,D,0,1
1945,Nickel,Jefferson Nickel,D,0,1
1859,Quarter,Liberty Seated,,0,1
1919,Quarter,Standing Liberty Silver Quarter,D,0,1
1987,Dollar,American Eagle,S,0,1
1911,Barber Silver Dimes,Barber Dimes,S,0,1
1883,1 Dollar,Morgan Silver Dollars,P,0,1
1928,Half Dollar,Liberty Walking Half Dollar,S,0,1
1978,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
2006,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
1924,Penny,Lincoln Head Cent,,0,1
1988,Penny,Lincoln Head Penny,,0,1
1937,Penny,Lincoln Head Penny,,0,1
