doc_key,year,mint,program,subject,side,public_url,attribution,source_tier,source_label
2009_american-eagle-platinum_reverse,2009,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2009-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2009_bicentennial_obverse,2009,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2009-louis-braille-bicentennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2009_bicentennial_reverse,2009,,bicentennial,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2009-louis-braille-bicentennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2009_dollar_obverse,2009,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Presidential__1_Coin_Program/First_Spouse_Program/2009-first-spouse-gold-coin-sarah-polk-uncirculated-obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2009_harrison_presidential-dollars_obverse,2009,,presidential-dollars,harrison,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2009-presidential-dollar-coin-william-henry-harrison-uncirculated-obverse.jpg,,2,Numista Reference Library
2009_lincoln-cent_obverse,2009,,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2009-abraham-lincoln-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2009_lincoln-cent_reverse,2009,,lincoln-cent,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Lincoln_cents/2009-lincoln-cent-penny-birth-childhood-kentucky-uncirculated-reverse-768x768.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2009_native-american-dollar_reverse,2009,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2009-native-american-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2009_polk_presidential-dollars_obverse,2009,,presidential-dollars,polk,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2009-presidential-dollar-coin-james-knox-polk-uncirculated-obverse.jpg,,2,Numista Reference Library
2009_quarter_obverse,2009,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/DC_and_US_Territories_quarters/DC_and_US_Territories_quarter__Guam_/2009-Guam_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2009_quarter_reverse,2009,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/us_territories/2009-dc-us-territories-quarters-coin-united-states-virgin-islands-uncirculated-reverse.jpg,,2,Numista Reference Library
2009_taylor_presidential-dollars_obverse,2009,,presidential-dollars,taylor,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2009-presidential-dollar-coin-zachary-taylor-uncirculated-obverse.jpg,,2,Numista Reference Library
2009_tyler_presidential-dollars_obverse,2009,,presidential-dollars,tyler,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2009-presidential-dollar-coin-john-tyler-uncirculated-obverse.jpg,,2,Numista Reference Library
2010_american-eagle-platinum_reverse,2010,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2010-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2010_buchanan_presidential-dollars_obverse,2010,,presidential-dollars,buchanan,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2010-presidential-dollar-coin-james-buchanan-uncirculated-obverse.jpg,,2,Numista Reference Library
2010_commemorative_obverse,2010,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2010-boy-scouts-of-america-centennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2010_commemorative_reverse,2010,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2010-boy-scouts-of-america-centennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2010_fillmore_presidential-dollars_obverse,2010,,presidential-dollars,fillmore,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2010-presidential-dollar-coin-millard-fillmore-uncirculated-obverse.jpg,,2,Numista Reference Library
2010_lincoln_presidential-dollars_obverse,2010,,presidential-dollars,lincoln,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2010-presidential-dollar-coin-abraham-lincoln-uncirculated-obverse.jpg,,2,Numista Reference Library
2010_native-american-dollar_reverse,2010,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2010-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2010_pierce_presidential-dollars_obverse,2010,,presidential-dollars,pierce,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2010-presidential-dollar-coin-franklin-pierce-uncirculated-obverse.jpg,,2,Numista Reference Library
2010_quarter_obverse,2010,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2010_United_States_quarters/America_the_Beautiful_quarter__Yosemite_/2010-CA_Unc.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2010_quarter_reverse,2010,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/america_the_beautiful/2010-america-the-beautiful-quarters-coin-yosemite-california-uncirculated-reverse.jpg,,2,Numista Reference Library
2011_american-eagle-platinum_reverse,2011,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2011-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2011_commemorative_obverse,2011,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2011-united-states-army-commemorative-gold-uncirculated-obverse.jpg,,2,Numista Reference Library
2011_commemorative_reverse,2011,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2011-united-states-army-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2011_dollar_reverse,2011,,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Presidential__1_Coin_Program/First_Spouse_Program/2011-LGarfield-proof-rev.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2011_garfield_presidential-dollars_obverse,2011,,presidential-dollars,garfield,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2011-presidential-dollar-coin-james-garfield-uncirculated-obverse.jpg,,2,Numista Reference Library
2011_grant_presidential-dollars_obverse,2011,,presidential-dollars,grant,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2011-presidential-dollar-coin-grant-obverse.jpg,,2,Numista Reference Library
2011_hayes_presidential-dollars_obverse,2011,,presidential-dollars,hayes,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2011-presidential-dollar-coin-rutherford-b-hayes-uncirculated-obverse.jpg,,2,Numista Reference Library
2011_johnson_presidential-dollars_obverse,2011,,presidential-dollars,johnson,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2011-presidential-dollar-coin-andrew-johnson-uncirculated-obverse.jpg,,2,Numista Reference Library
2011_kennedy-half-dollar_reverse,2011,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2011-united-states-army-commemorative-clad-half-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2011_native-american-dollar_reverse,2011,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2011-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2011_quarter_obverse,2011,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2011_United_States_quarters/America_the_Beautiful_quarter__Vicksburg_/2011-MS-Proof.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2011_quarter_reverse,2011,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/america_the_beautiful/2011-america-the-beautiful-quarters-coin-vicksburg-mississippi-uncirculated-reverse.jpg,,2,Numista Reference Library
2012_american-eagle-platinum_reverse,2012,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2012-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2012_arthur_presidential-dollars_obverse,2012,,presidential-dollars,arthur,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2012-presidential-dollar-coin-chester-arthur-uncirculated-obverse.jpg,,2,Numista Reference Library
2012_cleveland_presidential-dollars_obverse,2012,,presidential-dollars,cleveland,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2012-presidential-dollar-coin-grover-cleveland-second-term-uncirculated-obverse.jpg,,2,Numista Reference Library
2012_commemorative_obverse,2012,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2012-star-spangled-banner-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2012_commemorative_reverse,2012,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2012-star-spangled-banner-commemorative-gold-five-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2012_dollar_reverse,2012,,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Presidential__1_Coin_Program/First_Spouse_Program/2012-FCleveland2-unc-rev.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2012_harrison_presidential-dollars_obverse,2012,,presidential-dollars,harrison,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2012-presidential-dollar-coin-benjamin-harrison-uncirculated-obverse.jpg,,2,Numista Reference Library
2012_hawaii_america-the-beautiful_obverse,2012,,america-the-beautiful,hawaii,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2012_United_States_quarters/America_the_Beautiful_quarter__Hawaii_Volcanoes_/2012-ATB-Quarters-Unc-Hawaii.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2012_native-american-dollar_reverse,2012,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2012-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2012_quarter_obverse,2012,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2012_United_States_quarters/America_the_Beautiful_quarter__El_Yunque_/2012-PR-Proof.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2012_quarter_reverse,2012,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/america_the_beautiful/2012-america-the-beautiful-quarters-coin-hawaii-volcanoes-hawaii-uncirculated-reverse.jpg,,2,Numista Reference Library
2013_american-eagle-platinum_reverse,2013,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2013-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2013_cent_obverse,2013,,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/2013-Penny-uncP_200.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2013_commemorative_obverse,2013,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2013-girl-scouts-centennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2013_commemorative_reverse,2013,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2013-girl-scouts-centennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2013_kennedy-half-dollar_obverse,2013,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2013-five-star-generals-commemorative-clad-half-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2013_mckinley_presidential-dollars_obverse,2013,,presidential-dollars,mckinley,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2013-presidential-dollar-coin-william-mckinley-uncirculated-obverse.jpg,,2,Numista Reference Library
2013_native-american-dollar_reverse,2013,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2013-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2013_quarter_obverse,2013,,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2013_United_States_quarters/America_the_Beautiful_quarter__Perry_s_Victory_/2013-OH-Proof.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2013_quarter_reverse,2013,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2013_United_States_quarters/America_the_Beautiful_quarter__White_Mountain_/2013-america-the-beautiful-quarters-coin-white-mountain-new-hampshire-uncirculated-reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2013_roosevelt_presidential-dollars_obverse,2013,,presidential-dollars,roosevelt,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2013-presidential-dollar-coin-theodore-roosevelt-uncirculated-obverse.jpg,,2,Numista Reference Library
2013_taft_presidential-dollars_obverse,2013,,presidential-dollars,taft,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2013-presidential-dollar-coin-william-howard-taft-uncirculated-obverse.jpg,,2,Numista Reference Library
2013_wilson_presidential-dollars_obverse,2013,,presidential-dollars,wilson,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2013-presidential-dollar-coin-woodrow-wilson-uncirculated-obverse.jpg,,2,Numista Reference Library
2014_D_roosevelt_presidential-dollars_obverse,2014,D,presidential-dollars,roosevelt,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2014-presidential-dollar-coin-franklin-d-roosevelt-uncirculated-obverse.jpg,,2,Numista Reference Library
2014_P_kennedy-half-dollar_obverse,2014,P,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/2014-P_50th_anniversary_Kennedy_half_dollar_high_relief_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2014_P_kennedy-half-dollar_reverse,2014,P,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/2014-P_50th_anniversary_Kennedy_half_dollar_high_relief_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2014_W_kennedy-half-dollar_obverse,2014,W,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/2014-W_50th_anniversary_Kennedy_half_dollar_reverse_proof_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2014_W_kennedy-half-dollar_reverse,2014,W,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/2014-W_50th_anniversary_Kennedy_half_dollar_reverse_proof_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2014_american-eagle-platinum_obverse,2014,,american-eagle-platinum,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2014-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg,,2,Numista Reference Library
2014_american-eagle-platinum_reverse,2014,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2014-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2014_commemorative_obverse,2014,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2014-national-baseball-hall-of-fame-commemorative-gold-five-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2014_commemorative_reverse,2014,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2014-national-baseball-hall-of-fame-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2014_coolidge_presidential-dollars_obverse,2014,,presidential-dollars,coolidge,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2014-presidential-dollar-coin-calvin-coolidge-uncirculated-obverse.jpg,,2,Numista Reference Library
2014_harding_presidential-dollars_obverse,2014,,presidential-dollars,harding,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2014-presidential-dollar-coin-warren-g-harding-uncirculated-obverse.jpg,,2,Numista Reference Library
2014_hoover_presidential-dollars_obverse,2014,,presidential-dollars,hoover,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2014-presidential-dollar-coin-herbert-hoover-uncirculated-obverse.jpg,,2,Numista Reference Library
2014_kennedy-half-dollar_obverse,2014,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2014-national-baseball-hall-of-fame-commemorative-clad-half-dollar-proof-obverse.jpg,,2,Numista Reference Library
2014_native-american-dollar_reverse,2014,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2014-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2014_quarter_reverse,2014,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/america_the_beautiful/2014-america-the-beautiful-quarters-coin-shenandoah-virginia-uncirculated-reverse.jpg,,2,Numista Reference Library
2015_D_eisenhower_presidential-dollars_obverse,2015,D,presidential-dollars,eisenhower,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2015-presidential-dollar-coin-dwight-d-eisenhower-uncirculated-obverse.jpg,,2,Numista Reference Library
2015_S_truman_presidential-dollars_obverse,2015,S,presidential-dollars,truman,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2015-presidential-dollar-coin-harry-s-truman-uncirculated-obverse.jpg,,2,Numista Reference Library
2015_W_dime_obverse,2015,W,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Roosevelt_dimes/2015-W_proof_Roosevelt_dime_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2015_W_dime_reverse,2015,W,dime,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Roosevelt_dimes/2015-W_proof_Roosevelt_dime_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2015_america-the-beautiful_reverse,2015,,america-the-beautiful,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2015_United_States_quarters/America_the_Beautiful_quarter__Saratoga_/2015-ATB-Proof-Saratoga-rev-200.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2015_american-eagle-platinum_reverse,2015,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2015-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2015_commemorative_obverse,2015,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2015-united-states-marshals-225th-anniversary-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2015_commemorative_reverse,2015,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2015-united-states-marshals-225th-anniversary-commemorative-gold-five-dollar-proof-reverse.jpg,,2,Numista Reference Library
2015_johnson_presidential-dollars_obverse,2015,,presidential-dollars,johnson,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2015-presidential-dollar-coin-lyndon-b-johnson-uncirculated-obverse.jpg,,2,Numista Reference Library
2015_kennedy-half-dollar_obverse,2015,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2015-united-states-marshals-225th-anniversary-commemorative-clad-half-dollar-proof-obverse.jpg,,2,Numista Reference Library
2015_kennedy_presidential-dollars_obverse,2015,,presidential-dollars,kennedy,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2015-presidential-dollar-coin-john-f-kennedy-uncirculated-obverse.jpg,,2,Numista Reference Library
2015_native-american-dollar_reverse,2015,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2015-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2015_quarter_reverse,2015,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/america_the_beautiful/2015-america-the-beautiful-quarters-coin-saratoga-new-york-uncirculated-reverse.jpg,,2,Numista Reference Library
2016_W_quarter_obverse,2016,W,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/historic_quarters/2016-W_Standing_Liberty_quarter_gold_attr_Professional_Coin_Grading_Service.jpg,,2,Numista Reference Library
2016_american-eagle-platinum_obverse,2016,,american-eagle-platinum,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2016-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg,,2,Numista Reference Library
2016_american-eagle-platinum_reverse,2016,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2016-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2016_commemorative_obverse,2016,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2016-national-park-service-centennial-commemorative-silver-proof-obverse.jpg,,2,Numista Reference Library
2016_commemorative_reverse,2016,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2016-national-park-service-centennial-commemorative-clad-proof-reverse.jpg,,2,Numista Reference Library
2016_ford_presidential-dollars_obverse,2016,,presidential-dollars,ford,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2016-presidential-dollar-coin-gerald-r-ford-uncirculated-obverse.jpg,,2,Numista Reference Library
2016_native-american-dollar_reverse,2016,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2016-native-american-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2016_presidential-dollars_obverse,2016,,presidential-dollars,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2016-presidential-dollar-coin-richard-m-nixon-uncirculated-obverse.jpg,,2,Numista Reference Library
2016_quarter_reverse,2016,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2016_United_States_quarters/America_the_Beautiful_quarter__Theodore_Roosevelt_/2016-america-the-beautiful-quarters-coin-theodore-roosevelt-north-dakota-uncirculated-reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2016_reagan_presidential-dollars_obverse,2016,,presidential-dollars,reagan,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2016-presidential-dollar-coin-ronald-reagan-uncirculated-obverse.jpg,,2,Numista Reference Library
2017_P_lincoln-cent_obverse,2017,P,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Lincoln_cents/Lincoln_Shield_cent/2017-P_Lincoln_Shield_cent_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2017_american-eagle-platinum_obverse,2017,,american-eagle-platinum,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2017-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg,,2,Numista Reference Library
2017_american-eagle-platinum_reverse,2017,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2017-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2017_american_eagle_obverse,2017,,american_eagle,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2017-palladium-one-ounce-bullion-coin-obverse.jpg,,2,Numista Reference Library
2017_american_eagle_reverse,2017,,american_eagle,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2017-palladium-one-ounce-bullion-coin-reverse.jpg,,2,Numista Reference Library
2017_commemorative_obverse,2017,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2017-lions-clubs-commemorative-silver-uncirculated-obverse.jpg,,2,Numista Reference Library
2017_commemorative_reverse,2017,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2017-lions-clubs-commemorative-silver-uncirculated-reverse.jpg,,2,Numista Reference Library
2017_lincoln-cent_obverse,2017,,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/penny/2017-lincoln-penny-uncirculated-obverse-philadelphia.jpg,,2,Numista Reference Library
2017_native-american-dollar_reverse,2017,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/native_american/2017-native-american-one-dollar-uncirculated-coin-reverse.jpg,,2,Numista Reference Library
2017_quarter_reverse,2017,,quarter,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/America_the_Beautiful_Quarters/2017_United_States_quarters/America_the_Beautiful_quarter__Ozark_Riverways_/2017-america-the-beautiful-quarters-coin-ozark-riverways-missouri-proof-reverse-768x768.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2018_S_lincoln-cent_obverse,2018,S,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Lincoln_cents/Lincoln_Shield_cent/2018-S_proof_Lincoln_cent_obverse__28reverse_cameo_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
